A0AQW4	TCP12_ARATH	AT1G68800
Q9LTV3	SAU72_ARATH	AT3G12830
Q9LTW2	Q9LTW2_ARATH	AT3G12720
Q9LTW5	AGC15_ARATH	AT3G12690
Q9LTW9	FLA14_ARATH	AT3G12660
Q9LTX2	TIR1L_ARATH	AT5G49980
Q9LTX5	Q9LTX5_ARATH	AT5G49950
Q9LTX7	Q9LTX7_ARATH	AT5G49930
Q9LTX9	HSP7G_ARATH	AT5G49910
Q9LTY1	MAD1_ARATH	AT5G49880
Q9LTY6	UKL5_ARATH	AT3G27440
Q9LTZ4	Q9LTZ4_ARATH	AT3G27350
Q9LU01	Y3IP1_ARATH	AT5G44650
Q9LU08	Q9LU08_ARATH	AT5G44580
Q9LU15	AHP4_ARATH	AT3G16360
Q9LU21	PNSB3_ARATH	AT3G16250
Q9LU24	FB145_ARATH	AT3G16210
Q9LU25	Q9LU25_ARATH	AT3G16200
Q9LU29	Q9LU29_ARATH	AT3G21295
Q9LU39	GLUBP_ARATH	AT3G21200
Q9LU40	Q9LU40_ARATH	AT3G21190
Q9LU46	RH35_ARATH	AT5G51280
Q9LU49	FK123_ARATH	AT5G51250
Q9LU57	Q9LU57_ARATH	AT5G51170
Q9LU58	Q9LU58_ARATH	AT5G51160
Q9LU59	Q9LU59_ARATH	AT5G51150
Q9LU63	Q9LU63_ARATH	AT5G51110
Q9LU64	SODF2_ARATH	AT5G51100
Q9LU68	CIA2_ARATH	AT5G57180
Q9LU69	Q9LU69_ARATH	AT5G57170
Q9LU74	Q9LU74_ARATH	AT5G57120
Q9LU76	Q9LU76_ARATH	AT5G57100
Q9LU77	PIN2_ARATH	AT5G57090
Q9LU80	Q9LU80_ARATH	AT3G26100
Q9LU86	PRXQ_ARATH	AT3G26060
Q9LU89	2A5N_ARATH	AT3G26020
Q9LU90	FB188_ARATH	AT3G26010
Q9LU91	SKI14_ARATH	AT3G26000
Q9LU92	TGT4_ARATH	AT3G25990
Q9LU93	MAD2_ARATH	AT3G25980
Q9LU95	Q9LU95_ARATH	AT3G25960
Q9LUA3	NIMI2_ARATH	AT3G25882
Q9LUA9	COL10_ARATH	AT5G48250
Q9LUB0	Q9LUB0_ARATH	AT5G48240
Q9LUB6	SNE_ARATH	AT5G48170
Q9LUB7	OBE2_ARATH	AT5G48160
Q9LUC4	FDL43_ARATH	AT3G14710
Q9LUD4	R18A3_ARATH	AT3G14600
Q9LUE3	SWT10_ARATH	AT5G50790
Q9LUF2	HSD4B_ARATH	AT5G50690
Q9LUF8	Q9LUF8_ARATH	AT5G50520,AT5G50630
Q9LUG1	Q9LUG1_ARATH	AT3G23660
Q9LUG5	RPF2_ARATH	AT3G23620
Q9LUG8	Q9LUG8_ARATH	AT3G23600
Q9LUH2	DTX19_ARATH	AT3G23560
Q9LUI2	NET1A_ARATH	AT3G22790
Q9LUJ3	RDM1_ARATH	AT3G22680
Q9LUJ7	PAP85_ARATH	AT3G22640
Q9LUK6	Q9LUK6_ARATH	AT5G46840
Q9LUK7	BH028_ARATH	AT5G46830
Q9LUL4	SRF7_ARATH	AT3G14350
Q9LUM4	RAP22_ARATH	AT3G14230
Q9LUN0	Q9LUN0_ARATH	AT3G17668
Q9LUN2	YSL5_ARATH	AT3G17650
Q9LUN4	CHX19_ARATH	AT3G17630
Q9LUN5	FB156_ARATH	AT3G17620
Q9LUP4	FBK60_ARATH	AT3G17540
Q9LUP8	FB153_ARATH	AT3G17490
Q9LUQ9	FBK56_ARATH	AT3G16740
Q9LUR4	SWT16_ARATH	AT3G16690
Q9LUR6	Q9LUR6_ARATH	AT3G16670
Q9LUS2	TC120_ARATH	AT3G16620
Q9LUS6	FBK55_ARATH	AT3G16580
Q9LUT0	Q9LUT0_ARATH	AT3G17410
Q9LUT2	METK4_ARATH	AT3G17390
Q9LUU7	P2C43_ARATH	AT3G17250
Q9LUV1	PMEI2_ARATH	AT3G17220
Q9LUV2	POP3_ARATH	AT3G17210
Q9LUV4	FRL4A_ARATH	AT3G22440
Q9LUV6	Q9LUV6_ARATH	AT3G22430
Q9LUW6	RH9_ARATH	AT3G22310
Q9LUX9	FQRL3_ARATH	AT5G58800
Q9LUY6	Q9LUY6_ARATH	AT5G58750
Q9LUZ4	C3H66_ARATH	AT5G58620
Q9LUZ9	ATL63_ARATH	AT5G58580
Q9LV01	ETOL2_ARATH	AT5G58550
Q9LV03	GLUT1_ARATH	AT5G53460
Q9LV09	BOB1_ARATH	AT5G53400
Q9LV11	PMA11_ARATH	AT5G62670
Q9LV17	BH079_ARATH	AT5G62610
Q9LV18	Q9LV18_ARATH	AT3G18215
Q9LV19	Q9LV19_ARATH	AT3G18210
Q9LV21	TCPD_ARATH	AT3G18190
Q9LV27	Q9LV27_ARATH	AT3G18140
Q9LV28	GPLPC_ARATH	AT3G18130
Q9LV35	AIP12_ARATH	AT3G18060
Q9LV37	MPK9_ARATH	AT3G18040
Q9LV40	ROGF8_ARATH	AT3G24620
Q9LV45	FB184_ARATH	AT3G24580
Q9LV46	Q9LV46_ARATH	AT3G24570
Q9LV48	PERK1_ARATH	AT3G24550
Q9LV52	HSFC1_ARATH	AT3G24520
Q9LV58	MBF1C_ARATH	AT3G24500
Q9LV59	Q9LV59_ARATH	AT3G24490
Q9LV63	Y5851_ARATH	AT5G48510
Q9LV70	Q9LV70_ARATH	AT5G48430
Q9LV72	GLR12_ARATH	AT5G48400
Q9LV75	Q9LV75_ARATH	AT5G65040
Q9LV85	CPR5_ARATH	AT5G64930
Q9LV87	PEP1_ARATH	AT5G64900
Q9LV90	FLOT3_ARATH	AT5G64870
Q9LV93	AB5F_ARATH	AT5G64840
Q9LVA0	BAG7_ARATH	AT5G62390
Q9LVA1	NC101_ARATH	AT5G62380
Q9LVA3	Q9LVA3_ARATH	AT5G62360
Q9LVA4	Q9LVA4_ARATH	AT5G62350
Q9LVA7	ICLN_ARATH	AT5G62290
Q9LVA9	Q9LVA9_ARATH	AT5G62270
Q9LVB0	AHL6_ARATH	AT5G62260
Q9LVB6	Q9LVB6_ARATH	AT5G62200
Q9LVC0	AGP14_ARATH	AT5G56540
Q9LVC3	PUM12_ARATH	AT5G56510
Q9LVC4	Q9LVC4_ARATH	AT5G57340
Q9LVC8	COQ5_ARATH	AT5G57300
Q9LVD7	Q9LVD7_ARATH	AT5G57210
Q9LVD9	DTX40_ARATH	AT3G21690
Q9LVE2	2A5Z_ARATH	AT3G21650
Q9LVF2	Q9LVF2_ARATH	AT3G21540
Q9LVG2	TOE2_ARATH	AT5G60120
Q9LVG4	APRR3_ARATH	AT5G60100
Q9LVH4	CAR4_ARATH	AT3G17980
Q9LVH5	OE64C_ARATH	AT3G17970
Q9LVI4	TIF6B_ARATH	AT3G17860
Q9LVI6	RLK90_ARATH	AT3G17840
Q9LVI8	GLN13_ARATH	AT3G17820
Q9LVI9	DPYD_ARATH	AT3G17810
Q9LVJ1	SBT14_ARATH	AT3G14067
Q9LVJ3	RSH2C_ARATH	AT3G14050
Q9LVJ7	NFYA6_ARATH	AT3G14020
Q9LVK3	AT12B_ARATH	AT3G13970
Q9LVK6	Q9LVK6_ARATH	AT3G13940
Q9LVL2	PER67_ARATH	AT5G58390
Q9LVL4	OFP3_ARATH	AT5G58360
Q9LVL5	WNK4_ARATH	AT5G58350
Q9LVL9	MES18_ARATH	AT5G58310
Q9LVM0	Y5830_ARATH	AT5G58300
Q9LVM1	AB25B_ARATH	AT5G58270
Q9LVM2	NDHN_ARATH	AT5G58260
Q9LVM4	Q9LVM4_ARATH	AT5G58240
Q9LVM5	TTHL_ARATH	AT5G58220
Q9LVM9	YKT62_ARATH	AT5G58180
Q9LVN0	GPDL7_ARATH	AT5G58170
Q9LVN2	Y5815_ARATH	AT5G58150
Q9LVN7	DPOD1_ARATH	AT5G63960
Q9LVP0	Y5639_ARATH	AT5G63930
Q9LVP2	Q9LVP2_ARATH	AT3G29170
Q9LVP9	VTI13_ARATH	AT3G29100
Q9LVQ0	PME31_ARATH	AT3G29090
Q9LVQ4	Y5586_ARATH	AT5G55860
Q9LVQ7	IDD1_ARATH	AT5G66730
Q9LVQ8	P2C80_ARATH	AT5G66720
Q9LVR0	ATB53_ARATH	AT5G66700
Q9LVR4	U496F_ARATH	AT5G66660
Q9LVR5	MCU3_ARATH	AT5G66650
Q9LVS8	Q9LVS8_ARATH	AT5G47310
Q9LVT8	Q9LVT8_ARATH	AT5G47210
Q9LVU1	VAP21_ARATH	AT5G47180
Q9LVU9	Q9LVU9_ARATH	AT5G53030
Q9LVV5	TL15B_ARATH	AT5G52970
Q9LVV6	Q9LVV6_ARATH	AT5G52960
Q9LVW7	CARA_ARATH	AT3G27740
Q9LVY7	Q9LVY7_ARATH	AT5G36110
Q9LVZ5	Q9LVZ5_ARATH	AT3G15840
Q9LVZ7	PDCT1_ARATH	AT3G15820
Q9LVZ9	Q9LVZ9_ARATH	AT3G15800
Q9LW01	Q9LW01_ARATH	AT3G15780
Q9LW08	Q9LW08_ARATH	AT3G15710
Q9LW12	Q9LW12_ARATH	AT3G15670
Q9LW15	CX5B1_ARATH	AT3G15640
Q9LW17	Q9LW17_ARATH	AT3G15610
Q9LW20	SKL1_ARATH	AT3G26900
Q9LW26	Y3684_ARATH	AT3G26840
Q9LW27	C71BF_ARATH	AT3G26830
Q9LW29	AFB2_ARATH	AT3G26810
Q9LW31	FUS3_ARATH	AT3G26790
Q9LW45	Q9LW45_ARATH	AT3G30530
Q9LW52	Q9LW52_ARATH	AT3G23450
Q9LW56	FAO3_ARATH	AT3G23410
Q9LW57	PAP6_ARATH	AT3G23400
Q9LW62	Q9LW62_ARATH	AT3G23340
Q9LW64	SF3BA_ARATH	AT3G23325
Q9LW68	LSH4_ARATH	AT3G23290
Q9LW74	Q9LW74_ARATH	AT3G16120
Q9LW88	NU50B_ARATH	AT3G15970
Q9LX08	ANXD6_ARATH	AT5G10220
Q9LX09	Q9LX09_ARATH	AT5G10210
Q9LX12	INO3_ARATH	AT5G10170
Q9LX13	Q9LX13_ARATH	AT5G10160
Q9LX29	ACR4L_ARATH	AT3G59420
Q9LX33	FNTA_ARATH	AT3G59380
Q9LX46	FBL68_ARATH	AT3G59250
Q9LX49	PRN1_ARATH	AT3G59220
Q9LX51	FBL64_ARATH	AT3G59200
Q9LX54	FBL62_ARATH	AT3G59170
Q9LX55	FBL61_ARATH	AT3G59160
Q9LX56	FB212_ARATH	AT3G59150
Q9LX65	VATH_ARATH	AT3G42050
Q9LX74	EXOS5_ARATH	AT3G46210
Q9LX79	Q9LX79_ARATH	AT3G46160
Q9LX85	ZAT8_ARATH	AT3G46080
Q9LX87	FBK74_ARATH	AT3G46050
Q9LX90	PABN3_ARATH	AT5G10350
Q9LX93	ATL55_ARATH	AT5G10380
Q9LX99	KCA1_ARATH	AT5G10470
Q9LXA5	LRK91_ARATH	AT5G10530
Q9LXA7	GTE2_ARATH	AT5G10550
Q9LXA9	BH061_ARATH	AT5G10570
Q9LXB0	Q9LXB0_ARATH	AT5G10580
Q9LXB3	Q9LXB3_ARATH	AT5G10610
Q9LXB9	Q9LXB9_ARATH	AT5G09540
Q9LXC9	IPYR6_ARATH	AT5G09650
Q9LXD1	RLF_ARATH	AT5G09680
Q9LXD7	MYST2_ARATH	AT5G09740
Q9LXE3	PUB28_ARATH	AT5G09800
Q9LXF3	CASP5_ARATH	AT5G15290
Q9LXF8	Q9LXF8_ARATH	AT5G15240
Q9LXG0	ZHD8_ARATH	AT5G15210
Q9LXG1	RS91_ARATH	AT5G15200
Q9LXG5	PRE2_ARATH	AT5G15160
Q9LXG7	Q9LXG7_ARATH	AT5G15140
Q9LXH0	NRT26_ARATH	AT3G45060
Q9LXJ0	FTZ22_ARATH	AT3G52750
Q9LXK1	RFA3A_ARATH	AT3G52630
Q9LXL1	Q9LXL1_ARATH	AT3G43230
Q9LXL5	SUS4_ARATH	AT3G43190
Q9LXM0	Q9LXM0_ARATH	AT3G44280
Q9LXM2	CAF1I_ARATH	AT3G44260
Q9LXM5	Q9LXM5_ARATH	AT3G44230
Q9LXM6	Q9LXM6_ARATH	AT3G44220
Q9LXM8	RLA24_ARATH	AT3G44590
Q9LXN4	HIRA_ARATH	AT3G44530
Q9LXQ0	FB339_ARATH	AT3G44130
Q9LXQ8	FBL60_ARATH	AT3G58940
Q9LXR7	PAR2_ARATH	AT3G58850
Q9LXR8	PMD1_ARATH	AT3G58840
Q9LXS1	MTPA2_ARATH	AT3G58810
Q9LXS6	CISY2_ARATH	AT3G58750
Q9LXS7	CISY1_ARATH	AT3G58740
Q9LXT4	PCO5_ARATH	AT3G58670
Q9LXU7	Q9LXU7_ARATH	AT5G12920
Q9LXU9	IRKI_ARATH	AT5G12900
Q9LXV1	Q9LXV1_ARATH	AT5G12880
Q9LXV2	MYB46_ARATH	AT5G12870
Q9LXV3	DIT1_ARATH	AT5G12860
Q9LXV5	NFYA1_ARATH	AT5G12840
Q9LXW7	DCL3_ARATH	AT3G43920
Q9LXX4	BZP49_ARATH	AT3G56660
Q9LXZ9	Q9LXZ9_ARATH	AT3G56410
Q9LY00	WRK70_ARATH	AT3G56400
Q9LY03	IRK_ARATH	AT3G56370
Q9LY04	Q9LY04_ARATH	AT3G56360
Q9LY09	GRP17_ARATH	AT5G07530
Q9LY10	Q9LY10_ARATH	AT5G07520
Q9LY11	Q9LY11_ARATH	AT5G07510
Q9LY16	CCU42_ARATH	AT5G07450
Q9LY28	Q9LY28_ARATH	AT5G07320
Q9LY29	EF115_ARATH	AT5G07310
Q9LY32	PMA7_ARATH	AT3G60330
Q9LY41	ATL4_ARATH	AT3G60220
Q9LY43	PP283_ARATH	AT3G56030
Q9LY44	Q9LY44_ARATH	AT3G56010
Q9LY46	TBL29_ARATH	AT3G55990
Q9LY50	ACCR3_ARATH	AT3G55950
Q9LY51	PLCD7_ARATH	AT3G55940
Q9LY61	HSPR1_ARATH	AT3G55840
Q9LY66	RK1_ARATH	AT3G63490
Q9LY74	BQMT_ARATH	AT3G63410
Q9LY75	CYP63_ARATH	AT3G63400
Q9LY77	ACA12_ARATH	AT3G63380
Q9LY85	Q9LY85_ARATH	AT5G14440
Q9LY87	RGLG2_ARATH	AT5G14420
Q9LY90	Q9LY90_ARATH	AT5G14390
Q9LY91	AGP6_ARATH	AT5G14380
Q9LYA1	Q9LYA1_ARATH	AT5G14280
Q9LYA5	Q9LYA5_ARATH	AT5G14240
Q9LYA9	CP41A_ARATH	AT3G63140
Q9LYB3	Q9LYB3_ARATH	AT3G63090
Q9LYB4	GPX5_ARATH	AT3G63080
Q9LYC1	GID1B_ARATH	AT3G63010
Q9LYC2	NPL41_ARATH	AT3G63000
Q9LYC5	GRC14_ARATH	AT3G62960
Q9LYC6	GRC11_ARATH	AT3G62950
Q9LYC8	GRXS6_ARATH	AT3G62930
Q9LYC9	Q9LYC9_ARATH	AT3G62920
Q9LYD7	Q9LYD7_ARATH	AT5G11550
Q9LYD9	EMF1_ARATH	AT5G11530
Q9LYE1	Q9LYE1_ARATH	AT5G11500
Q9LYE5	CID5_ARATH	AT5G11440
Q9LYF6	AGP15_ARATH	AT5G11740
Q9LYF8	Q9LYF8_ARATH	AT5G11720
Q9LYG0	Q9LYG0_ARATH	AT5G11700
Q9LYG2	Q9LYG2_ARATH	AT5G11680
Q9LYG5	Q9LYG5_ARATH	AT5G11650
Q9LYG9	MSL10_ARATH	AT5G12080
Q9LYH2	Q9LYH2_ARATH	AT5G12010
Q9LYI4	Q9LYI4_ARATH	AT5G11890
Q9LYI6	Q9LYI6_ARATH	AT5G11870
Q9LYJ0	Q9LYJ0_ARATH	AT5G14700
Q9LYJ1	Q9LYJ1_ARATH	AT5G14690
Q9LYJ3	Q9LYJ3_ARATH	AT5G14670
Q9LYK2	NRT27_ARATH	AT5G14570
Q9LYK7	Q9LYK7_ARATH	AT5G14520
Q9LYK8	SODM2_ARATH	AT3G56350
Q9LYK9	RS263_ARATH	AT3G56340
Q9LYL4	Q9LYL4_ARATH	AT3G56290
Q9LYL6	Y3270_ARATH	AT3G56270
Q9LYM0	Q9LYM0_ARATH	AT3G56220
Q9LYM2	Q9LYM2_ARATH	AT3G56200
Q9LYM8	Q9LYM8_ARATH	AT3G56130
Q9LYN0	PR1B1_ARATH	AT3G56110
Q9LYN2	FRI3_ARATH	AT3G56090
Q9LYN8	EMS1_ARATH	AT5G07280
Q9LYP1	RBL3_ARATH	AT5G07250
Q9LYP2	Q9LYP2_ARATH	AT5G07240
Q9LYP5	ARR21_ARATH	AT5G07210
Q9LYQ4	PR1B6_ARATH	AT5G07110
Q9LYQ8	CIPK2_ARATH	AT5G07070
Q9LYR2	Q9LYR2_ARATH	AT5G13440
Q9LYR4	Q9LYR4_ARATH	AT5G13420
Q9LYR6	PTR49_ARATH	AT5G13400
Q9LYS8	Q9LYS8_ARATH	AT3G59080
Q9LYT1	PAO3_ARATH	AT3G59050
Q9LYT3	DTX41_ARATH	AT3G59030
Q9LYU3	EF113_ARATH	AT5G13330
Q9LYU5	Q9LYU5_ARATH	AT5G13310
Q9LYU7	CRN_ARATH	AT5G13290
Q9LYU8	AK1_ARATH	AT5G13280
Q9LYU9	PP378_ARATH	AT5G13270
Q9LYW2	Q9LYW2_ARATH	AT5G03230
Q9LYW5	LUL1_ARATH	AT5G03200
Q9LYW7	Q9LYW7_ARATH	AT5G03180
Q9LYZ0	Q9LYZ0_ARATH	AT5G02950
Q9LYZ2	FBL80_ARATH	AT5G02930
Q9LZ03	TOP6A_ARATH	AT5G02820
Q9LZ08	MOS11_ARATH	AT5G02770
Q9LZ20	CAAT6_ARATH	AT5G04770
Q9LZ21	Q9LZ21_ARATH	AT5G04760
Q9LZ23	ACR12_ARATH	AT5G04740
Q9LZ41	RL354_ARATH	AT5G02610
Q9LZ57	RL363_ARATH	AT5G02450
Q9LZ60	SMR3_ARATH	AT5G02420
Q9LZ61	Q9LZ61_ARATH	AT5G04640
Q9LZ65	Q9LZ65_ARATH	AT5G04600
Q9LZ66	SIR_ARATH	AT5G04590
Q9LZ71	Q9LZ71_ARATH	AT5G04550
Q9LZ78	SIM_ARATH	AT5G04470
Q9LZ79	Q9LZ79_ARATH	AT5G04460
Q9LZ82	BTR1_ARATH	AT5G04430
Q9LZ98	AB20I_ARATH	AT5G02270
Q9LZB4	Q9LZB4_ARATH	AT5G03960
Q9LZB8	AB29B_ARATH	AT5G03910
Q9LZC3	MASY_ARATH	AT5G03860
Q9LZD2	Q9LZD2_ARATH	AT5G03545
Q9LZD3	E70A1_ARATH	AT5G03540
Q9LZD4	RAE1D_ARATH	AT5G03520
Q9LZD7	MED7B_ARATH	AT5G03500
Q9LZE4	Q9LZE4_ARATH	AT5G03430
Q9LZF4	Q9LZF4_ARATH	AT5G03360
Q9LZF6	CD48E_ARATH	AT5G03340
Q9LZG0	ADK2_ARATH	AT5G03300
Q9LZH9	RL7A2_ARATH	AT3G62870
Q9LZI2	UXS2_ARATH	AT3G62830
Q9LZI6	NDS5B_ARATH	AT3G62790
Q9LZJ3	XXT1_ARATH	AT3G62720
Q9LZJ5	AB14C_ARATH	AT3G62700
Q9LZJ8	ARR20_ARATH	AT3G62670
Q9LZK2	Q9LZK2_ARATH	AT3G62630
Q9LZK5	DNJ19_ARATH	AT3G62600
Q9LZL2	Q9LZL2_ARATH	AT5G02200
Q9LZL7	Q9LZL7_ARATH	AT5G02150
Q9LZM0	CCD71_ARATH	AT5G02110
Q9LZM1	ORP3A_ARATH	AT5G02100
Q9LZM6	Q9LZM6_ARATH	AT5G02050
Q9LZM7	PR1A1_ARATH	AT5G02040
Q9LZM8	BLH9_ARATH	AT5G02030
Q9LZN2	PILS6_ARATH	AT5G01990
Q9LZN4	Q9LZN4_ARATH	AT5G01970
Q9LZP4	Q9LZP4_ARATH	AT3G62460
Q9LZP6	FBL70_ARATH	AT3G62440
Q9LZP7	FB216_ARATH	AT3G62430
Q9LZP8	BZP53_ARATH	AT3G62420
Q9LZP9	CP122_ARATH	AT3G62410
Q9LZQ0	CX5C2_ARATH	AT3G62400
Q9LZQ9	DEAH2_ARATH	AT3G62310
Q9LZR3	CSLA9_ARATH	AT5G03760
Q9LZR5	HDT3_ARATH	AT5G03740
Q9LZR9	Q9LZR9_ARATH	AT5G03690
Q9LZS0	PTL_ARATH	AT5G03680
Q9LZS3	GLGB2_ARATH	AT5G03650
Q9LZT4	EXLA1_ARATH	AT3G45970
Q9LZU4	CRK4_ARATH	AT3G45860
Q9LZU6	Q9LZU6_ARATH	AT3G45840
Q9LZV4	STN8_ARATH	AT5G01920
Q9LZV9	NLTPA_ARATH	AT5G01870
Q9LZW2	OFP1_ARATH	AT5G01840
Q9LZW4	CIPKE_ARATH	AT5G01820
Q9LZW6	Q9LZW6_ARATH	AT5G01800
Q9LZX1	LOR15_ARATH	AT5G01750
Q9LZX6	DAPA1_ARATH	AT3G60880
Q9LZX8	BIG2_ARATH	AT3G60860
Q9LZZ2	FBD12_ARATH	AT3G60710
Q9LZZ7	SKA1_ARATH	AT3G60660
Q9LZZ9	ATG8G_ARATH	AT3G60640
Q9M000	SCL22_ARATH	AT3G60630
Q9M001	CDS5_ARATH	AT3G60620
Q9M007	CHX27_ARATH	AT5G01690
Q9M012	PR1B5_ARATH	AT5G01640
Q9M015	Y5161_ARATH	AT5G01610
Q9M018	Q9M018_ARATH	AT5G01570
Q9M020	LRK63_ARATH	AT5G01550
Q9M021	LRK62_ARATH	AT5G01540
Q9M033	Q9M033_ARATH	AT5G01400
Q9M035	Q9M035_ARATH	AT5G01370
Q9M038	SFC1_ARATH	AT5G01340
Q9M047	WLI2B_ARATH	AT3G55770
Q9M053	Q9M053_ARATH	AT3G55690
Q9M060	IF62_ARATH	AT3G55620
Q9M063	GEML3_ARATH	AT4G40100
Q9M065	PP352_ARATH	AT4G36680
Q9M077	AUR1_ARATH	AT4G32830
Q9M081	SC24B_ARATH	AT4G32640
Q9M082	Q9M082_ARATH	AT4G31520
Q9M085	Q9M085_ARATH	AT4G31170
Q9M086	DCAF1_ARATH	AT4G31160
Q9M089	Q9M089_ARATH	AT4G31130
Q9M092	WAKLM_ARATH	AT4G31100
Q9M098	EBFC1_ARATH	AT4G30620
Q9M0A4	CNGC9_ARATH	AT4G30560
Q9M0B5	Q9M0B5_ARATH	AT4G30450
Q9M0C3	ATL14_ARATH	AT4G30370
Q9M0D8	Q9M0D8_ARATH	AT4G29450
Q9M0E0	R15A5_ARATH	AT4G29430
Q9M0E2	RL282_ARATH	AT4G29410
Q9M0E5	Q9M0E5_ARATH	AT4G29380
Q9M0E6	FBK90_ARATH	AT4G29370
Q9M0F4	Q9M0F4_ARATH	AT4G29270
Q9M0F7	Q9M0F7_ARATH	AT4G29240
Q9M0F9	PFKA1_ARATH	AT4G29220
Q9M0G2	C3H49_ARATH	AT4G29190
Q9M0G7	MIK1_ARATH	AT4G28650
Q9M0H5	Q9M0H5_ARATH	AT4G28560
Q9M0I2	EXPB3_ARATH	AT4G28250
Q9M0I4	Q9M0I4_ARATH	AT4G28230
Q9M0I6	Q9M0I6_ARATH	AT4G28210
Q9M0I7	Q9M0I7_ARATH	AT4G28200
Q9M0I9	Q9M0I9_ARATH	AT4G28180
Q9M0J1	Q9M0J1_ARATH	AT4G28160
Q9M0J3	ERF54_ARATH	AT4G28140
Q9M0J5	Q9M0J5_ARATH	AT4G28110
Q9M0J8	Q9M0J8_ARATH	AT4G26920
Q9M0K4	LAF1_ARATH	AT4G25560
Q9M0L0	DRE1A_ARATH	AT4G25480
Q9M0M4	MO25M_ARATH	AT4G17270
Q9M0M5	SCL13_ARATH	AT4G17230
Q9M0M7	FB234_ARATH	AT4G17200
Q9M0N8	MZT1B_ARATH	AT4G09550
Q9M0S1	Q9M0S1_ARATH	AT4G09060
Q9M0S4	AGP10_ARATH	AT4G09030
Q9M0T3	Q9M0T3_ARATH	AT4G08470
Q9M0T4	Q9M0T4_ARATH	AT4G08460
Q9M0U8	FBL21_ARATH	AT4G05470
Q9M0U9	SKI19_ARATH	AT4G05460
Q9M0V3	DDB1A_ARATH	AT4G05420
Q9M0V5	Q9M0V5_ARATH	AT4G05400
Q9M0V8	Q9M0V8_ARATH	AT4G05370
Q9M0Y5	Q9M0Y5_ARATH	AT4G05100
Q9M0Y8	NSF_ARATH	AT4G04910
Q9M0Z6	MSRB3_ARATH	AT4G04800
Q9M0Z9	EDL15_ARATH	AT4G04760
Q9M101	CDPKN_ARATH	AT4G04740
Q9M111	SUS3_ARATH	AT4G02280
Q9M117	ARC5A_ARATH	AT4G01710
Q9M126	NAC69_ARATH	AT4G01550
Q9M128	BH057_ARATH	AT4G01460
Q9M129	WTR30_ARATH	AT4G01450
Q9M131	WTR28_ARATH	AT4G01430
Q9M132	Q9M132_ARATH	AT4G01410
Q9M148	Q9M148_ARATH	AT4G01200
Q9M149	PI5KB_ARATH	AT4G01190
Q9M155	Q9M155_ARATH	AT4G01090
Q9M156	U72B1_ARATH	AT4G01070
Q9M157	ETC3_ARATH	AT4G01060
Q9M158	STR4_ARATH	AT4G01050
Q9M173	PTR41_ARATH	AT3G45700
Q9M1A8	RPB8B_ARATH	AT3G59600
Q9M1B4	SSL13_ARATH	AT3G59530
Q9M1C2	Q9M1C2_ARATH	AT3G60210
Q9M1C3	Q9M1C3_ARATH	AT3G60200
Q9M1D0	BGL16_ARATH	AT3G60130
Q9M1D4	Q9M1D4_ARATH	AT3G60090
Q9M1D5	Q9M1D5_ARATH	AT3G60080
Q9M1E5	Q9M1E5_ARATH	AT3G45620
Q9M1E6	DOF32_ARATH	AT3G45610
Q9M1E9	Q9M1E9_ARATH	AT3G45580
Q9M1G3	LRK16_ARATH	AT3G45440
Q9M1G4	LRK15_ARATH	AT3G45430
Q9M1G5	Q9M1G5_ARATH	AT3G54630
Q9M1G6	BZP25_ARATH	AT3G54620
Q9M1H3	AB4F_ARATH	AT3G54540
Q9M1H8	RPE5C_ARATH	AT3G54490
Q9M1I1	FB304_ARATH	AT3G54460
Q9M1I7	NPR6_ARATH	AT3G57130
Q9M1J1	FIS1A_ARATH	AT3G57090
Q9M1J2	RPE5A_ARATH	AT3G57080
Q9M1J3	Q9M1J3_ARATH	AT3G57070
Q9M1K0	ORG3_ARATH	AT3G56980
Q9M1K2	PI5K4_ARATH	AT3G56960
Q9M1K3	SIP21_ARATH	AT3G56950
Q9M1K9	ATA1_ARATH	AT3G42960
Q9M1L7	PRK3_ARATH	AT3G42880
Q9M1P1	Q9M1P1_ARATH	AT3G44630
Q9M1P5	Q9M1P5_ARATH	AT3G62290
Q9M1Q0	Q9M1Q0_ARATH	AT3G62240
Q9M1Q1	FB215_ARATH	AT3G62230
Q9M1R2	SYPC_ARATH	AT3G62120
Q9M1R4	IAA30_ARATH	AT3G62100
Q9M1S4	Q9M1S4_ARATH	AT3G54760
Q9M1S8	GCP2_ARATH	AT3G54720
Q9M1S9	CDT1B_ARATH	AT3G54710
Q9M1T8	Q9M1T8_ARATH	AT3G45210
Q9M1U3	Q9M1U3_ARATH	AT3G45160
Q9M1U4	TCP16_ARATH	AT3G45150
Q9M1V9	Q9M1V9_ARATH	AT3G63310
Q9M1W7	SKI30_ARATH	AT3G63220
Q9M1X0	RRFC_ARATH	AT3G63190
Q9M1X4	ASK5_ARATH	AT3G60020
Q9M1X5	ASK13_ARATH	AT3G60010
Q9M1Y1	SKI20_ARATH	AT3G59940
Q9M1Y3	SKI35_ARATH	AT3G59910
Q9M1Z3	LSM6A_ARATH	AT3G59810
Q9M1Z5	MPK10_ARATH	AT3G59790
Q9M1Z6	Q9M1Z6_ARATH	AT3G59780
Q9M201	Q9M201_ARATH	AT3G60590
Q9M205	CCU22_ARATH	AT3G60550
Q9M209	CER7_ARATH	AT3G60500
Q9M223	UTP11_ARATH	AT3G60360
